LIPID CATEGORY|LIPID CATEGORY|SUM COMPOSITION|INDIVIDUAL LIPID SPECIES |poner por niveles|FORMULA|MONOISOTOPIC MASS|RT|monoisotopic_mass_fixed|[M+H]+|[M+Na]+|[M+K]+|[M+NH4]+|[M+C2H7N2]+|[M+CH5O]+|[M+C2H8N]+|[2M+H]+|[2M+Na]+|[2M+K]+|[2M+NH4]+|[2M+Na+H]+|[M-H]-|[M+Cl]-|[M+CH3CO2]-|[M+CH2COONa]-|[M+C4H6O4Na]-|[M+C6H9O6Na2]-|[M+C8H12O8Na3]-|[M+HCO2]-|[M+COONa]-|[M+C3H4O4Na]-|[2M-H]-
||TG 48:4|TG(12:0_18:2_18:2)||C51H90O6|798,6889|13,04|798.6737428890001|799.6810193411|821.6629635890001|837.6369043090001|816.7075684373999|857.7341175337|831.7072344695|844.7388685658|1598.3547622301|1620.3367064780002|1636.3106471980002|1615.3813113264|1621.3445315101|797.6664664369|833.643141469|857.6875965653|879.6695408132|939.6906709416|1021.6937453179|1103.6968196942|843.6719465011|865.6538907490001|925.6750208774|1596.3402093258999
||TG 47:1|TG(14:0_15:0_18:1)||C50H94O6|790,6956|13,95|790.7050430173999|791.7123194695|813.6942637174|829.6682044373999|808.7388685658|849.7654176621|823.7385345979001|836.7701686942|1582.4173624869002|1604.3993067348|1620.3732474547999|1599.4439115832001|1605.4071317669002|789.6977665653001|825.6744415973999|849.7188966937|871.7008409416001|931.72197107|1013.7250454463|1095.7281198225999|835.7032466295001|857.6851908774|917.7063210058001|1580.4028095827
||TG 50:6|TG(14:2_18:2_18:2)||C53H90O6|822,6583|12,97|822.6737428890001|823.6810193411|845.6629635890001|861.6369043090001|840.7075684373999|881.7341175337|855.7072344695|868.7388685658|1646.3547622301|1668.3367064780002|1684.3106471980002|1663.3813113264|1669.3445315101|821.6664664369|857.643141469|881.6875965653|903.6695408132|963.6906709416|1045.6937453179|1127.6968196942|867.6719465011|889.6538907490001|949.6750208774|1644.3402093258999
||TG 49:0|TG(15:0_16:0_18:0)||C52H100O6|820,7341|15,12|820.7519932099999|821.7592696621|843.7412139099999|859.7151546299999|838.7858187584|879.8123678547|853.7854847905|866.8171188868|1642.5112628721001|1664.4932071199999|1680.4671478399998|1659.5378119684|1665.5010321521002|819.7447167579|855.7213917899999|879.7658468863|901.7477911342|961.7689212626|1043.7719956389|1125.7750700152|865.7501968221001|887.73214107|947.7532711984001|1640.4967099679
||TG 51:5|TG(15:0_18:1_18:4)||C54H94O6|838,7022|13,20|838.7050430173999|839.7123194695|861.6942637174|877.6682044373999|856.7388685658|897.7654176621|871.7385345979001|884.7701686942|1678.4173624869002|1700.3993067348|1716.3732474547999|1695.4439115832001|1701.4071317669002|837.6977665653001|873.6744415973999|897.7188966937|919.7008409416001|979.72197107|1061.7250454462999|1143.7281198225999|883.7032466295001|905.6851908774|965.7063210058001|1676.4028095827
||TG 51:1|TG(16:0_17:0_18:1)||C54H102O6|846,7538|14,92|846.7676432742|847.7749197262999|869.7568639742001|885.7308046942001|864.8014688225999|905.8280179189002|879.8011348547|892.8327689509999|1694.5425630005|1716.5245072484001|1732.4984479684001|1711.5691120968|1717.5323322805|845.7603668221|881.7370418542|905.7814969505|927.7634411984001|987.7845713268|1069.7876457031|1151.7907200794|891.7658468863|913.7477911342|973.7689212626|1692.5280100962998
||TG 54:1;OH|TG(16:0_17:1_20:1;OH)||C56H104O7|888,7943|14,94|888.7782083384|889.7854847905|911.7674290384|927.7413697584|906.8120338868|947.8385829831001|921.8116999189001|934.8433340152001|1778.5636931288998|1800.5456373768|1816.5195780968|1795.5902422251997|1801.5534624088998|887.7709318862999|923.7476069183999|947.7920620147|969.7740062626|1029.795136391|1111.7982107673|1193.8012851436001|933.7764119505|955.7583561984001|1015.7794863268|1776.5491402247
||TG 53:2|TG(16:0_18:1_19:1)||C56H104O6|872,7688|15,07|872.7832933384|873.7905697905001|895.7725140384|911.7464547584|890.8171188868|931.8436679831001|905.8167849189001|918.8484190152001|1746.5738631288998|1768.5558073768|1784.5297480968|1763.6004122251998|1769.5636324088998|871.7760168862999|907.7526919183999|931.7971470147|953.7790912626|1013.800221391|1095.8032957673001|1177.8063701436001|917.7814969505|939.7634411984001|999.7845713268|1744.5593102247
||TG 56:5;OH|TG(16:0_18:1_22:4;OH)||C59H104O7|924,7964|14,29|924.7782083384|925.7854847905|947.7674290384|963.7413697584|942.8120338868|983.8385829831001|957.8116999189001|970.8433340152001|1850.5636931288998|1872.5456373768|1888.5195780968|1867.5902422251997|1873.5534624088998|923.7709318862999|959.7476069183999|983.7920620147|1005.7740062626|1065.795136391|1147.7982107673|1229.8012851436001|969.7764119505|991.7583561984001|1051.7794863268|1848.5491402247
||TG 56:7|TG(16:0_18:1_22:6)||C59H100O6|904,7506|13,80|904.7519932099999|905.7592696621|927.7412139099999|943.7151546299999|922.7858187584|963.8123678547|937.7854847905|950.8171188868|1810.5112628721001|1832.4932071199999|1848.4671478399998|1827.5378119684|1833.5010321521002|903.7447167579|939.7213917899999|963.7658468863|985.7477911342|1045.7689212625999|1127.7719956389|1209.7750700152|949.7501968221001|971.73214107|1031.7532711984|1808.4967099679
||TG 54:7;OH|TG(16:0_18:2_20:5;OH)||C57H96O7|892,7302|13,33|892.7156080816001|893.7228845336999|915.7048287816001|931.6787695016001|910.7494336299999|951.7759827263|925.7490996621001|938.7807337584|1786.4384926153|1808.4204368632002|1824.3943775832001|1803.4650417116|1809.4282618953|891.7083316295|927.6850066616|951.7294617579|973.7114060058001|1033.7325361342|1115.7356105105|1197.7386848868|937.7138116937|959.6957559416|1019.71688607|1784.4239397110998
||TG 55:6|TG(16:0_18:2_21:4)||C58H100O6|892,7575|13,77|892.7519932099999|893.7592696621|915.7412139099999|931.7151546299999|910.7858187584|951.8123678547|925.7854847905|938.8171188868|1786.5112628721001|1808.4932071199999|1824.4671478399998|1803.5378119684|1809.5010321521002|891.7447167579|927.7213917899999|951.7658468863|973.7477911342|1033.7689212625999|1115.7719956389|1197.7750700152|937.7501968221001|959.73214107|1019.7532711984001|1784.4967099679
||TG 56:8;OH|TG(16:0_18:2_22:6;OH)||C59H98O7|918,7444|13,44|918.7312581458|919.7385345979001|941.7204788458|957.6944195658|936.7650836942|977.7916327905001|951.7647497263|964.7963838225999|1838.4697927436998|1860.4517369916|1876.4256777116|1855.4963418399998|1861.4595620236998|917.7239816936999|953.7006567258|977.7451118221001|999.72705607|1059.7481861984|1141.7512605747|1223.7543349510001|963.7294617579|985.7114060058001|1045.7325361342|1836.4552398395
||TG 55:5|TG(16:0_19:1_20:4)||C58H102O6|894,7633|14,29|894.7676432742|895.7749197262999|917.7568639742001|933.7308046942001|912.8014688225999|953.8280179189002|927.8011348547|940.8327689509999|1790.5425630005|1812.5245072484001|1828.4984479684001|1807.5691120968|1813.5323322805|893.7603668221|929.7370418542|953.7814969505|975.7634411984001|1035.7845713268|1117.7876457031|1199.7907200794|939.7658468863|961.7477911342|1021.7689212626|1788.5280100962998
||TG 51:1|TG(17:0_17:0_17:1)||C54H102O6|846,7480|15,09|846.7676432742|847.7749197262999|869.7568639742001|885.7308046942001|864.8014688225999|905.8280179189002|879.8011348547|892.8327689509999|1694.5425630005|1716.5245072484001|1732.4984479684001|1711.5691120968|1717.5323322805|845.7603668221|881.7370418542|905.7814969505|927.7634411984001|987.7845713268|1069.7876457031|1151.7907200794|891.7658468863|913.7477911342|973.7689212626|1692.5280100962998
||TG 54:8|TG(17:0_18:0_18:1)||C56H106O6|874,7802|15,85|874.7989434025999|875.8062198547|897.7881641025999|913.7621048225999|892.8327689509999|933.8593180473|907.8324349831|920.8640690794|1750.6051632573|1772.5871075051998|1788.5610482251998|1767.6317123536|1773.5949325373|873.7916669505|909.7683419825998|933.8127970789001|955.7947413268|1015.8158714552001|1097.8189458315|1179.8220202078|919.7971470147|941.7790912626|1001.800221391|1748.5906103531
||TG 53:2|TG(17:0_18:1_18:1)||C56H104O6|872,7717|14,79|872.7832933384|873.7905697905001|895.7725140384|911.7464547584|890.8171188868|931.8436679831001|905.8167849189001|918.8484190152001|1746.5738631288998|1768.5558073768|1784.5297480968|1763.6004122251998|1769.5636324088998|871.7760168862999|907.7526919183999|931.7971470147|953.7790912626|1013.800221391|1095.8032957673001|1177.8063701436001|917.7814969505|939.7634411984001|999.7845713268|1744.5593102247
||TG 53:4|TG(17:1_18:1_18:2)||C56H100O6|868,7487|13,90|868.7519932099999|869.7592696621|891.7412139099999|907.7151546299999|886.7858187584|927.8123678547|901.7854847905|914.8171188868|1738.5112628721001|1760.4932071199999|1776.4671478399998|1755.5378119684|1761.5010321521002|867.7447167579|903.7213917899999|927.7658468863|949.7477911342|1009.7689212626|1091.7719956389|1173.7750700152|913.7501968221001|935.73214107|995.7532711984001|1736.4967099679
||TG 56:4;OH|TG(18:0_18:0_20:4;OH)||C59H106O7|926,7825|15,20|926.7938584025999|927.8011348547|949.7830791025999|965.7570198225999|944.8276839509999|985.8542330473|959.8273499831|972.8589840794|1854.5949932573|1876.5769375051998|1892.5508782251998|1871.6215423536|1877.5847625373|925.7865819505|961.7632569825998|985.8077120789001|1007.7896563268|1067.8107864552|1149.8138608315|1231.8169352078|971.7920620147|993.7740062626|1053.795136391|1852.5804403531
||TG 56:4;OH|TG(18:0_18:1_20:3;OH)||C59H106O7|926,8068|14,82|926.7938584025999|927.8011348547|949.7830791025999|965.7570198225999|944.8276839509999|985.8542330473|959.8273499831|972.8589840794|1854.5949932573|1876.5769375051998|1892.5508782251998|1871.6215423536|1877.5847625373|925.7865819505|961.7632569825998|985.8077120789001|1007.7896563268|1067.8107864552|1149.8138608315|1231.8169352078|971.7920620147|993.7740062626|1053.795136391|1852.5804403531
||TG 58:7|TG(18:0_18:1_22:6)||C61H104O6|932,7737|14,42|932.7832933384|933.7905697905001|955.7725140384|971.7464547584|950.8171188868|991.8436679831001|965.8167849189001|978.8484190152001|1866.5738631288998|1888.5558073768|1904.5297480968|1883.6004122251998|1889.5636324088998|931.7760168862999|967.7526919183999|991.7971470147|1013.7790912626|1073.800221391|1155.8032957673001|1237.8063701436001|977.7814969505|999.7634411984001|1059.7845713268|1864.5593102247
||TG 55:3|TG(18:1_18:1_19:1)||C58H106O6|898,7925|15,09|898.7989434025999|899.8062198547|921.7881641025999|937.7621048225999|916.8327689509999|957.8593180473|931.8324349831|944.8640690794|1798.6051632573|1820.5871075051998|1836.5610482251998|1815.6317123536|1821.5949325373|897.7916669505|933.7683419825998|957.8127970789001|979.7947413268|1039.8158714552|1121.8189458315|1203.8220202078|943.7971470147|965.7790912626|1025.800221391|1796.5906103531
||TG 56:2|TG(18:1_18:1_20:0)||C59H110O6|914,8161|16,22|914.830243531|915.8375199831|937.819464231|953.793404951|932.8640690794|973.8906181757001|947.8637351115001|960.8953692078001|1830.6677635141002|1852.649707762|1868.623648482|1847.6943126104002|1853.6575327941002|913.8229670789001|949.7996421109999|973.8440972073|995.8260414552001|1055.8471715836|1137.8502459599001|1219.8533203362|959.8284471431|981.810391391|1041.8315215194|1828.6532106099
||TG 58:4|TG(18:1_18:1_22:2)||C61H110O6|938,8133|15,44|938.830243531|939.8375199831|961.819464231|977.793404951|956.8640690794|997.8906181757001|971.8637351115001|984.8953692078001|1878.6677635141002|1900.649707762|1916.623648482|1895.6943126104002|1901.6575327941002|937.8229670789001|973.7996421109999|997.8440972073|1019.8260414552001|1079.8471715836|1161.8502459599001|1243.8533203362|983.8284471431|1005.810391391|1065.8315215194|1876.6532106099
||TG 58:3|TG(18:1_18:2_22:0)||C61H112O6|940,8231|16,34|940.8458935952001|941.8531700473|963.8351142952001|979.8090550152001|958.8797191435999|999.9062682399|973.8793851757|986.911019272|1882.6990636425|1904.6810078904002|1920.6549486104002|1899.7256127388|1905.6888329225|939.8386171431|975.8152921752|999.8597472715|1021.8416915194|1081.8628216478|1163.8658960241|1245.8689704004|985.8440972073|1007.8260414552001|1067.8471715836|1880.6845107382999
||TG 58:7;OH|TG(18:1_18:2_22:4;OH)||C61H104O7|948,7957|14,02|948.7782083384|949.7854847905|971.7674290384|987.7413697584|966.8120338868|1007.8385829831001|981.8116999189001|994.8433340152001|1898.5636931288998|1920.5456373768|1936.5195780968|1915.5902422251997|1921.5534624088998|947.7709318862999|983.7476069183999|1007.7920620147|1029.7740062625999|1089.795136391|1171.7982107673|1253.8012851436001|993.7764119505|1015.7583561984001|1075.7794863268|1896.5491402247
||TG 44:3|TG(18:1_18:2_8:0)||C47H84O6|744,6319|12,72|744.6267926963999|745.6340691485|767.6160133963999|783.5899541163999|762.6606182447999|803.6871673411|777.6602842769|790.6919183732|1490.2608618449|1512.2428060927998|1528.2167468127998|1507.2874109412|1513.2506311249|743.6195162443|779.5961912763998|803.6406463727001|825.6225906206|885.6437207490001|967.6467951253001|1049.6498695016|789.6249963085|811.6069405564|871.6280706848|1488.2463089407
||TG 58:9|TG(18:1_18:3_18:1)||C61H100O6|928,7504|13,87|928.7519932099999|929.7592696621|951.7412139099999|967.7151546299999|946.7858187584|987.8123678547|961.7854847905|974.8171188868|1858.5112628721001|1880.4932071199999|1896.4671478399998|1875.5378119684|1881.5010321521002|927.7447167579|963.7213917899999|987.7658468863|1009.7477911342|1069.7689212625999|1151.7719956389|1233.7750700152|973.7501968221001|995.73214107|1055.7532711984|1856.4967099679
||TG 58:8;OH|TG(18:1_20:3_20:4;OH)||C61H102O7|946,7796|13,80|946.7625582742|947.7698347262999|969.7517789742001|985.7257196942|964.7963838225999|1005.8229329189002|979.7960498547001|992.8276839509999|1894.5323930005|1916.5143372484001|1932.4882779684|1911.5589420968|1917.5221622805|945.7552818221|981.7319568542|1005.7764119505|1027.7583561984|1087.7794863268|1169.7825607031|1251.7856350794|991.7607618863|1013.7427061342|1073.7638362625999|1892.5178400962998
||TG 58:2|TG(18:1_22:0_18:1)||C61H114O6|942,8608|17,37|942.8615436594|943.8688201115001|965.8507643594|981.8247050794|960.8953692078001|1001.9219183041001|975.8950352398999|988.9266693361999|1886.7303637708999|1908.7123080188|1924.6862487388|1903.7569128671998|1909.7201330509|941.8542672072999|977.8309422394|1001.8753973357001|1023.8573415836|1083.878471712|1165.8815460883|1247.8846204646|987.8597472715|1009.8416915194|1069.8628216478|1884.7158108667002
||TG 54:7|TG(18:2_18:2_18:3)||C57H96O6|876,7376|13,06|876.7206930816001|877.7279695336999|899.7099137816001|915.6838545016001|894.7545186299999|935.7810677263|909.7541846621|922.7858187584|1754.4486626153|1776.4306068632002|1792.4045475832002|1771.4752117116|1777.4384318953|875.7134166295|911.6900916616|935.7345467579|957.7164910058001|1017.7376211342|1099.7406955105|1181.7437698868|921.7188966937|943.7008409416001|1003.72197107|1752.4341097110998
||TG 56:9|TG(18:2_18:2_20:5)||C59H96O6|900,7302|13,12|900.7206930816001|901.7279695336999|923.7099137816001|939.6838545016001|918.7545186299999|959.7810677263|933.7541846621|946.7858187584|1802.4486626153|1824.4306068632002|1840.4045475832002|1819.4752117116|1825.4384318953|899.7134166295|935.6900916616|959.7345467579|981.7164910058001|1041.7376211342|1123.7406955105|1205.7437698868|945.7188966937|967.7008409416001|1027.7219710699999|1800.4341097110998
||TG 58:5|TG(18:2_20:3_20:0)||C61H108O6|936,8041|14,52|936.8145934668|937.8218699189001|959.8038141668001|975.7777548868|954.8484190152001|995.8749681115002|969.8480850473|982.8797191435999|1874.6364633857|1896.6184076336|1912.5923483536|1891.6630124819999|1897.6262326657|935.8073170147|971.7839920468|995.8284471431|1017.810391391|1077.8315215194|1159.8345958957|1241.837670272|981.8127970789001|1003.7947413268|1063.8158714552|1872.6219104814998
||TG 58:11|TG(18:3_20:3_20:5)||C61H96O6|924,7071|12,92|924.7206930816001|925.7279695336999|947.7099137816001|963.6838545016001|942.7545186299999|983.7810677263|957.7541846621|970.7858187584|1850.4486626153|1872.4306068632002|1888.4045475832002|1867.4752117116|1873.4384318953|923.7134166295|959.6900916616|983.7345467579|1005.7164910058001|1065.7376211342|1147.7406955105|1229.7437698868|969.7188966937|991.7008409416001|1051.7219710699999|1848.4341097110998
||TG 58:7|TG(22:5_18:1_18:1)||C61H104O6|932,7808|13,95|932.7832933384|933.7905697905001|955.7725140384|971.7464547584|950.8171188868|991.8436679831001|965.8167849189001|978.8484190152001|1866.5738631288998|1888.5558073768|1904.5297480968|1883.6004122251998|1889.5636324088998|931.7760168862999|967.7526919183999|991.7971470147|1013.7790912626|1073.800221391|1155.8032957673001|1237.8063701436001|977.7814969505|999.7634411984001|1059.7845713268|1864.5593102247
||TG 24:0|TG(8:0_8:0_8:0)||C27H50O6|470,3613|5,27|470.360741605|471.3680180571|493.349962305|509.323903025|488.39456715340003|529.4211162497|503.3942331855|516.4258672818|941.7287596621001|963.71070391|979.68464463|958.7553087584|964.7185289421001|469.3534651529|505.330140185|529.3745952813|551.3565395292001|611.3776696576|693.3807440339001|775.3838184102001|515.3589452171|537.340889465|597.3620195934|939.7142067579
||TG 36:0|TG36:0||C39H74O6|638,5455|12,42|638.5485423754001|639.5558188274999|661.5377630754001|677.5117037954001|656.5823679237999|697.6089170201|671.5820339559|684.6136680522|1278.1043612029|1300.0863054508002|1316.0602461708002|1295.1309102992|1301.0941304829|637.5412659233|673.5179409554|697.5623960517|719.5443402996001|779.565470428|861.5685448043|943.5716191806|683.5467459875|705.5286902354001|765.5498203638|1276.0898082986998
||TG 38:0|TG38:0||C41H78O6|666,5784|12,62|666.5798425037999|667.5871189559|689.5690632037999|705.5430039237999|684.6136680522|725.6402171485|699.6133340843|712.6449681806|1334.1669614597001|1356.1489057075999|1372.1228464275998|1351.193510556|1357.1567307397002|665.5725660517|701.5492410837999|725.5936961801|747.575640428|807.5967705564|889.5998449327001|971.6029193090001|711.5780461159001|733.5599903638|793.5811204922001|1332.1524085555
||TG 38:1|TG38:1||C41H76O6|664,5497|12,44|664.5641924396|665.5714688917001|687.5534131396|703.5273538596|682.598017988|723.6245670843001|697.5976840200999|710.6293181163999|1330.1356613312998|1352.1176055792|1368.0915462992|1347.1622104275998|1353.1254306112999|663.5569159874999|699.5335910196|723.5780461159001|745.5599903638|805.5811204922001|887.5841948685|969.5872692447999|709.5623960517|731.5443402996001|791.565470428|1328.1211084271001
||TG 40:0|TG40:0||C43H82O6|694,6059|12,94|694.6111426322|695.6184190843001|717.6003633322|733.5743040522|712.6449681806|753.6715172769001|727.6446342127001|740.6762683090001|1390.2295617164998|1412.2115059644|1428.1854466844|1407.2561108127998|1413.2193309964998|693.6038661800999|729.5805412121999|753.6249963085|775.6069405564|835.6280706848|917.6311450611|999.6342194373999|739.6093462443|761.5912904922001|821.6124206206|1388.2150088123
||TG 40:1|TG40:1||C43H80O6|692,5947|12,67|692.595492568|693.6027690200999|715.5847132680001|731.5586539880001|710.6293181163999|751.6558672127002|725.6289841485|738.6606182447999|1386.1982615881|1408.1802058360001|1424.1541465560001|1403.2248106844|1409.1880308681|691.5882161159|727.564891148|751.6093462443|773.5912904922001|833.6124206206|915.6154949969|997.6185693732|737.5936961801|759.575640428|819.5967705564|1384.1837086838998
||TG 40:2|TG40:2||C43H78O6|690,5820|12,44|690.5798425037999|691.5871189559|713.5690632037999|729.5430039237999|708.6136680522|749.6402171485|723.6133340843|736.6449681806|1382.1669614597001|1404.1489057075999|1420.1228464275998|1399.193510556|1405.1567307397002|689.5725660517|725.5492410837999|749.5936961801|771.575640428|831.5967705564|913.5998449327001|995.6029193090001|735.5780461159001|757.5599903638|817.5811204922001|1380.1524085555
||TG 42:0|TG42:0||C45H86O6|722,6357|13,30|722.6424427606|723.6497192127001|745.6316634606001|761.6056041806|740.6762683090001|781.7028174053002|755.6759343411|768.7075684373999|1446.2921619733|1468.2741062212|1484.2480469412|1463.3187110695999|1469.2819312533|721.6351663085|757.6118413406|781.6562964369|803.6382406848|863.6593708132|945.6624451895001|1027.6655195658|767.6406463727001|789.6225906206|849.6437207490001|1444.2776090690998
||TG 42:1|TG42:1||C45H84O6|720,6162|12,95|720.6267926963999|721.6340691485|743.6160133963999|759.5899541163999|738.6606182447999|779.6871673411|753.6602842769|766.6919183732|1442.2608618449|1464.2428060927998|1480.2167468127998|1459.2874109412|1465.2506311249|719.6195162443|755.5961912763998|779.6406463727001|801.6225906206|861.6437207490001|943.6467951253001|1025.6498695016|765.6249963085|787.6069405564|847.6280706848|1440.2463089407
||TG 42:2|TG42:2||C45H82O6|718,6140|12,69|718.6111426322|719.6184190843001|741.6003633322|757.5743040522|736.6449681806|777.6715172769001|751.6446342127001|764.6762683090001|1438.2295617164998|1460.2115059644|1476.1854466844|1455.2561108127998|1461.2193309964998|717.6038661800999|753.5805412121999|777.6249963085|799.6069405564|859.6280706848|941.6311450611|1023.6342194373999|763.6093462443|785.5912904922001|845.6124206206|1436.2150088123
||TG 44:0|TG44:0||C47H90O6|750,6612|13,72|750.6737428890001|751.6810193411|773.6629635890001|789.6369043090001|768.7075684373999|809.7341175337|783.7072344695|796.7388685658|1502.3547622301|1524.3367064780002|1540.3106471980002|1519.3813113264|1525.3445315101|749.6664664369|785.643141469|809.6875965653|831.6695408132|891.6906709416|973.6937453179|1055.6968196942|795.6719465011|817.6538907490001|877.6750208774|1500.3402093258999
||TG 44:1|TG44:1||C47H88O6|748,6476|13,30|748.6580928248|749.6653692769|771.6473135248|787.6212542448|766.6919183732|807.7184674695001|781.6915844053001|794.7232185016001|1498.3234621017002|1520.3054063496|1536.2793470696|1515.3500111980002|1521.3132313817002|747.6508163727001|783.6274914047999|807.6719465011|829.6538907490001|889.6750208774|971.6780952537|1053.6811696299999|793.6562964369|815.6382406848|875.6593708132|1496.3089091975
||TG 44:2|TG44:2||C47H86O6|746,6346|13,00|746.6424427606|747.6497192127001|769.6316634606001|785.6056041806|764.6762683090001|805.7028174053002|779.6759343411|792.7075684373999|1494.2921619733|1516.2741062212|1532.2480469412|1511.3187110695999|1517.2819312533|745.6351663085|781.6118413406|805.6562964369|827.6382406848|887.6593708132|969.6624451895001|1051.6655195658|791.6406463727001|813.6225906206|873.6437207490001|1492.2776090690998
||TG 45:1|TG45:1||C48H90O6|762,6903|13,50|762.6737428890001|763.6810193411|785.6629635890001|801.6369043090001|780.7075684373999|821.7341175337|795.7072344695|808.7388685658|1526.3547622301|1548.3367064780002|1564.3106471980002|1543.3813113264|1549.3445315101|761.6664664369|797.643141469|821.6875965653|843.6695408132|903.6906709416|985.6937453179|1067.6968196942|807.6719465011|829.6538907490001|889.6750208774|1524.3402093258999
||TG 46:0|TG46:0||C49H94O6|778,7044|14,20|778.7050430173999|779.7123194695|801.6942637174|817.6682044373999|796.7388685658|837.7654176621|811.7385345979001|824.7701686942|1558.4173624869002|1580.3993067348|1596.3732474547999|1575.4439115832001|1581.4071317669002|777.6977665653001|813.6744415973999|837.7188966937|859.7008409416001|919.72197107|1001.7250454463|1083.7281198225999|823.7032466295001|845.6851908774|905.7063210058001|1556.4028095827
||TG 46:1|TG46:1||C49H92O6|776,6756|13,72|776.6893929532|777.6966694053001|799.6786136532|815.6525543732|794.7232185016001|835.7497675979001|809.7228845336999|822.7545186299999|1554.3860623584999|1576.3680066064|1592.3419473264|1571.4126114547998|1577.3758316385|775.6821165010999|811.6587915332|835.7032466295001|857.6851908774|917.7063210058001|999.7093953821001|1081.7124697584|821.6875965653|843.6695408132|903.6906709416|1552.3715094543002
||TG 46:2|TG46:2||C49H90O6|774,6738|13,34|774.6737428890001|775.6810193411|797.6629635890001|813.6369043090001|792.7075684373999|833.7341175337|807.7072344695|820.7388685658|1550.3547622301|1572.3367064780002|1588.3106471980002|1567.3813113264|1573.3445315101|773.6664664369|809.643141469|833.6875965653|855.6695408132|915.6906709416|997.6937453179|1079.6968196942|819.6719465011|841.6538907490001|901.6750208774|1548.3402093258999
||TG 46:4|TG46:4||C49H86O6|770,6395|12,74|770.6424427606|771.6497192127001|793.6316634606001|809.6056041806|788.6762683090001|829.7028174053002|803.6759343411|816.7075684373999|1542.2921619733|1564.2741062212|1580.2480469412|1559.3187110695999|1565.2819312533|769.6351663085|805.6118413406|829.6562964369|851.6382406848|911.6593708132|993.6624451895001|1075.6655195658|815.6406463727001|837.6225906206|897.6437207490001|1540.2776090690998
||TG 47:0|TG47:0||C50H96O6|792,7377|14,49|792.7206930816001|793.7279695336999|815.7099137816001|831.6838545016001|810.7545186299999|851.7810677263|825.7541846621|838.7858187584|1586.4486626153|1608.4306068632002|1624.4045475832002|1603.4752117116|1609.4384318953|791.7134166295|827.6900916616|851.7345467579|873.7164910058001|933.7376211342|1015.7406955105|1097.7437698868|837.7188966937|859.7008409416001|919.72197107|1584.4341097110998
||TG 47:0; OH|TG47:0;OH||C50H96O7|808,7291|14,49|808.7156080816001|809.7228845336999|831.7048287816001|847.6787695016001|826.7494336299999|867.7759827263|841.7490996621001|854.7807337584|1618.4384926153|1640.4204368632002|1656.3943775832001|1635.4650417116|1641.4282618953|807.7083316295|843.6850066616|867.7294617579|889.7114060058001|949.7325361342|1031.7356105105|1113.7386848868|853.7138116937|875.6957559416|935.71688607|1616.4239397110998
||TG 47:2|TG47:2||C50H92O6|788,6787|13,54|788.6893929532|789.6966694053001|811.6786136532|827.6525543732|806.7232185016001|847.7497675979001|821.7228845336999|834.7545186299999|1578.3860623584999|1600.3680066064|1616.3419473264|1595.4126114547998|1601.3758316385|787.6821165010999|823.6587915332|847.7032466295001|869.6851908774|929.7063210058001|1011.7093953821001|1093.7124697584002|833.6875965653|855.6695408132|915.6906709416|1576.3715094543002
||TG 48:0|TG48:0||C51H98O6|806,7364|14,79|806.7363431458|807.7436195979001|829.7255638458|845.6995045658|824.7701686942|865.7967177905001|839.7698347262999|852.8014688225999|1614.4799627436998|1636.4619069916|1652.4358477116|1631.5065118399998|1637.4697320236999|805.7290666936999|841.7057417258|865.7501968221001|887.73214107|947.7532711984001|1029.7563455747|1111.7594199510002|851.7345467579|873.7164910058001|933.7376211342|1612.4654098395001
||TG 48:1|TG48:1||C51H96O6|804,7207|14,20|804.7206930816001|805.7279695336999|827.7099137816001|843.6838545016001|822.7545186299999|863.7810677263|837.7541846621|850.7858187584|1610.4486626153|1632.4306068632002|1648.4045475832002|1627.4752117116|1633.4384318953|803.7134166295|839.6900916616|863.7345467579|885.7164910058001|945.7376211342|1027.7406955105|1109.7437698868|849.7188966937|871.7008409416001|931.72197107|1608.4341097110998
||TG 48:2|TG48:2||C51H94O6|802,7056|13,75|802.7050430173999|803.7123194695|825.6942637174|841.6682044373999|820.7388685658|861.7654176621|835.7385345979001|848.7701686942|1606.4173624869002|1628.3993067348|1644.3732474547999|1623.4439115832001|1629.4071317669002|801.6977665653001|837.6744415973999|861.7188966937|883.7008409416001|943.72197107|1025.7250454462999|1107.7281198225999|847.7032466295001|869.6851908774|929.7063210058001|1604.4028095827
||TG 48:3|TG48:3||C51H92O6|800,6895|13,35|800.6893929532|801.6966694053001|823.6786136532|839.6525543732|818.7232185016001|859.7497675979001|833.7228845336999|846.7545186299999|1602.3860623584999|1624.3680066064|1640.3419473264|1619.4126114547998|1625.3758316385|799.6821165010999|835.6587915332|859.7032466295001|881.6851908774|941.7063210058001|1023.7093953821001|1105.7124697584002|845.6875965653|867.6695408132|927.6906709416|1600.3715094543002
||TG 49:0|TG49:0||C52H100O6|820,7369|14,97|820.7519932099999|821.7592696621|843.7412139099999|859.7151546299999|838.7858187584|879.8123678547|853.7854847905|866.8171188868|1642.5112628721001|1664.4932071199999|1680.4671478399998|1659.5378119684|1665.5010321521002|819.7447167579|855.7213917899999|879.7658468863|901.7477911342|961.7689212626|1043.7719956389|1125.7750700152|865.7501968221001|887.73214107|947.7532711984001|1640.4967099679
